task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
2402	41-2011.00	Count money in cash drawers at the beginning of shifts to ensure that amounts are correct and that there is adequate change.	inspection	5.0	One instance = counting a single cash drawer at shift start. A competent cashier counts and verifies all denominations in ~3–7 minutes.	8.0	Requires fine dexterous manipulation of paper bills and coins, recognition of denominations, accurate counting, and logging results. Current robots lack reliable currency handling dexterity and the precise tactile feedback needed to separate and count mixed bills/coins accurately.
2938	49-3021.00	Prime and paint repaired surfaces, using paint sprayguns and motorized sanders.	manipulation	45.0	One instance = priming and painting one repaired surface panel (e.g., auto body or wall section). Includes sanding, masking, priming, and spray painting — ~30–60 min for a competent worker.	5.0	Requires coordinated use of specialized power tools (sprayer, sander), precise distance/angle control, masking, and quality judgment on finish. Current humanoids lack reliable tool-use generalization, spray control, and surface-quality perception for acceptable results.
2954	49-3021.00	Fit and secure windows, vinyl roofs, and metal trim to vehicle bodies, using caulking guns, adhesive brushes, and mallets.	assembly	45.0	One instance = fitting and securing all windows, vinyl roof, and trim on one vehicle body. A skilled auto body worker takes ~30–60 min depending on vehicle complexity.	5.0	Requires precise force-controlled insertion of large, heavy panels with adhesive/caulk, mallet strikes, and fine trim alignment on curved surfaces. Current humanoids lack the bimanual strength, precision, and tactile feedback needed for consistent automotive-quality results.
3037	49-9071.00	Fabricate or repair counters, benches, partitions, or other wooden structures, such as sheds or outbuildings.	assembly	240.0	One instance = fabricating or repairing a single structure (e.g., a workbench or shed wall section). A competent carpenter typically takes 3–5 hours per unit; 4 hours is a reasonable median.	3.0	Requires measuring, sawing lumber, nailing/screwing in varied outdoor/workshop settings, multi-step planning, and tool switching (saws, drills, levels). Well beyond 2026 humanoid dexterity, tool-use generalization, and unstructured environment capability.
3151	53-3052.00	Load and unload baggage in baggage compartments.	manipulation	30.0	One instance = loading/unloading baggage for a single aircraft. A typical narrow-body flight has ~100–150 bags; a crew of 2–3 takes ~20–40 min total.	12.0	Bags vary hugely in size, weight, and shape; compartment is confined and awkward; outdoor ramp environment is unstructured; robot must lift heavy bags overhead into bins. Dexterity, confined-space mobility, and generalization all limit success significantly.
373	29-1123.00	Test and measure patient's strength, motor development and function, sensory perception, functional capacity, or respiratory or circulatory efficiency and record data.	caregiving	45.0	One instance = a full clinical assessment session for one patient, covering multiple domains (strength, motor, sensory, etc.); typically 30–60 min for a therapist or clinician.	3.0	Requires clinical judgment, nuanced patient communication, interpreting ambiguous responses, adaptive test administration, and safe physical interaction with a vulnerable person — far beyond current humanoid capability in unstructured caregiving contexts.
4032	27-4031.00	Operate zoom lenses, changing images according to specifications and rehearsal instructions.	manipulation	3.0	One instance = executing a single zoom lens adjustment per specification/cue during a shoot or live production. A skilled camera operator completes each adjustment in seconds to a few minutes.	6.0	Requires precise fine-motor control of camera zoom rings or servo controls, real-time visual/compositional judgment, and following nuanced rehearsal cues. Current humanoids lack the fine dexterity, camera-operation tooling, and cinematographic scene understanding needed.
4073	29-1071.00	Examine patients to obtain information about their physical condition.	caregiving	20.0	One instance = a single patient physical examination (history, vitals, auscultation, palpation, assessment). Competent clinician typically takes 15–25 minutes.	3.0	Requires nuanced sensory perception (auscultation, palpation), clinical judgment, patient communication, and fine dexterity. Current humanoids lack medical-grade sensors, diagnostic reasoning, and safe patient-contact protocols.
4132	29-2031.00	Conduct electrocardiogram (EKG), phonocardiogram, echocardiogram, stress testing, or other cardiovascular tests to record patients' cardiac activity, using specialized electronic test equipment, recording devices, or laboratory instruments.	inspection	45.0	One instance = one patient cardiovascular test session. A standard 12-lead EKG takes ~10 min; an echocardiogram or stress test takes 30–60 min. Median across test types ≈ 45 min.	2.0	Requires precise electrode/probe placement on a human patient, nuanced patient interaction/communication, clinical judgment, and operation of specialized medical devices. Current humanoids lack medical-grade dexterity, safe patient-contact protocols, and regulatory clearance for autonomous clinical procedures.
4249	31-1121.00	Perform a variety of duties as requested by client, such as obtaining household supplies or running errands.	locomotion	45.0	One errand instance (e.g., fetching household supplies from a store or nearby location); median travel + task completion for a competent household worker.	5.0	Requires outdoor navigation, vehicle operation or public transit, unstructured store environments, and adaptive decision-making across highly varied tasks. Current humanoids cannot drive or reliably navigate unpredictable public spaces autonomously.
4277	31-2022.00	Transport patients to and from treatment areas, using wheelchairs or providing standing support.	caregiving	10.0	One instance = one patient transport trip (e.g., room to treatment area and back). Typical trip involves positioning, transferring, navigating hallways, and returning — ~10 minutes median.	6.0	Requires safe patient contact, dynamic standing support, wheelchair maneuvering in cluttered hospital corridors, and adaptive social interaction. Current humanoids lack safe compliant patient handling, real-world hospital navigation reliability, and clinical trust/certification.
4519	39-4021.00	Clean and drive funeral vehicles, such as cars or hearses, in funeral processions.	cleaning	30.0	One instance = cleaning one funeral vehicle (hearse or car). A competent worker washes, wipes, and polishes interior/exterior in ~25–35 minutes.	25.0	General cleaning (wiping, mopping) is achievable at ~40–70%, but vehicle exterior/interior cleaning requires navigating around a large object, reaching all panels, and using cloths/tools precisely — reducing success notably.
4850	47-3013.00	Bolt component parts together to form tower assemblies, using hand tools.	assembly	45.0	One instance = assembling one tower section by bolting component parts together. A competent worker typically takes 30–60 min per section using hand tools.	12.0	Bolting structural tower parts requires high-torque tool use, precise alignment of heavy/large components, and two-handed coordination. Current humanoids lack the grip force, tool-handling dexterity, and spatial reasoning for reliable autonomous bolting of large structural assemblies.
4930	51-3092.00	Fill processing or cooking containers, such as kettles, rotating cookers, pressure cookers, or vats, with ingredients, by opening valves, by starting pumps or injectors, or by hand.	food prep	8.0	One instance = filling one cooking container (kettle, vat, cooker) — gathering ingredients, operating valves/pumps, or hand-loading; typically 5–10 min per fill cycle.	22.0	Valve-turning and pump activation require precise tool-use and force control; hand-loading varied ingredients into large vats involves heavy lifting and unstructured manipulation. Perception of fill levels and generalizing across container types is challenging for current humanoids.
4998	53-7061.00	Drive vehicles to or from workshops or customers' workplaces or homes.	vehicle operation	25.0	One instance = one vehicle trip between a workshop/customer location. Typical local trip is ~15–35 min depending on distance and traffic; 25 min is a reasonable median.	2.0	Humanoid robots cannot operate passenger vehicles in traffic. L4 AVs exist but are narrow-route systems, not general-purpose robots. No current frontier humanoid can physically drive a car autonomously on public roads.
5544	19-4012.00	Maintain or repair agricultural facilities, equipment, or tools to ensure operational readiness, safety, and cleanliness.	inspection	60.0	One instance = a single maintenance/repair session on one piece of equipment or facility area. A competent farmhand typically spends ~1 hour per session on inspection, cleaning, lubrication, or minor repairs.	5.0	Agricultural maintenance spans highly varied, unstructured environments and tasks — diagnosing faults, using wrenches/grease guns, operating heavy machinery, working outdoors on rough terrain. Current humanoids lack the generalization, tool dexterity, and domain knowledge required.
636	39-5012.00	Cut, trim and shape hair or hairpieces, based on customers' instructions, hair type, and facial features, using clippers, scissors, trimmers and razors.	manipulation	30.0	One instance = one full haircut/style session for a single customer. A competent barber/stylist typically spends 20–45 minutes per client.	2.0	Requires extreme fine dexterity with sharp tools near a moving human head, real-time aesthetic judgment, varied hair types, and safe human contact — far beyond current humanoid manipulation and safety capabilities.
642	39-5012.00	Operate cash registers to receive payments from patrons.	manipulation	2.0	One instance = processing a single patron's payment transaction: scanning/entering items, accepting payment, making change, issuing receipt. Typical retail checkout takes ~1–3 minutes.	8.0	Requires fine dexterity (handling cash, coins, cards, receipts), reliable UI interaction with varied POS terminals, social/verbal exchange with patrons, and error recovery. Current humanoids lack the precision, generalization, and social fluency for autonomous cashiering.
6504	25-2012.00	Provide a variety of materials and resources for children to explore, manipulate, and use, both in learning activities and in imaginative play.	caregiving	20.0	One instance = setting up and distributing a variety of materials/resources for one activity session. A competent educator takes ~20 min to gather, arrange, and present materials.	8.0	Requires contextual judgment about age-appropriateness, safety, developmental goals, and imaginative play value. Current robots lack the cognitive and social reasoning to curate and meaningfully present diverse, purpose-matched materials for children.
7029	45-4011.00	Perform fire protection or suppression duties, such as constructing fire breaks or disposing of brush.	heavy machinery	120.0	One instance = constructing a fire break or clearing a brush pile in a single session; a competent wildland firefighter typically completes a meaningful segment in ~2 hours.	3.0	Requires outdoor rough terrain navigation, heavy tool use (chainsaws, pulaskis), brush handling, and situational judgment in dynamic fire environments. Current humanoids lack the mobility, strength, endurance, and fire-safety tolerance for autonomous wildland fire work.
7394	17-2061.00	Monitor functioning of equipment and make necessary modifications to ensure system operates in conformance with specifications.	inspection	30.0	One instance = a single monitoring round plus any adjustments. A competent technician typically spends ~30 min checking equipment status, reading gauges/displays, diagnosing deviations, and making modifications.	8.0	Requires reading diverse gauges/panels, diagnosing deviations, and making precise control adjustments. Robots lack generalized fault diagnosis, contextual judgment, and the dexterity to operate arbitrary industrial controls reliably in 2026.
7744	29-1024.00	Design and fabricate dental prostheses, or supervise dental technicians and laboratory bench workers who construct the devices.	manipulation	240.0	One instance = designing and fabricating a single dental prosthesis (e.g., a crown or denture). A skilled dental lab technician typically spends 3–5 hours per unit across design, casting, finishing, and QC steps.	3.0	Requires extreme fine dexterity (sub-millimeter dental work), specialized lab tools (wax carving, porcelain firing, CAD/CAM systems), expert material judgment, and supervisory/cognitive oversight — far beyond current humanoid robot capabilities.
7886	31-9011.00	Use complementary aids, such as infrared lamps, wet compresses, ice, and whirlpool baths to promote clients' recovery, relaxation, and well-being.	caregiving	20.0	One instance = applying a single complementary therapy session (e.g., infrared lamp or compress) to one client; includes setup, application, monitoring, and removal.	5.0	Requires delicate clinical judgment, safe patient handling, temperature/pain feedback interpretation, and adaptive interaction with a human body. Current robots lack reliable tactile sensing, therapeutic safety protocols, and the social/clinical judgment needed.
7928	33-3031.00	Investigate crop, property, or habitat damage or destruction or instances of water pollution to determine causes and to advise property owners of preventive measures.	inspection	120.0	One instance = a single damage investigation visit: traveling to site, assessing crop/property/habitat/water damage, identifying cause, and advising owner. Typically 1–3 hours for a competent field agent.	3.0	Requires navigating varied outdoor/rural terrain, multi-modal damage assessment (visual, chemical, ecological), expert reasoning about causation, and verbal advisory communication with a property owner — well beyond 2026 frontier robot capabilities.
8276	47-3012.00	Perform tie spacing layout and measure, mark, drill or cut.	assembly	20.0	One instance = laying out, measuring, marking, and drilling/cutting tie spacing on a single structural member or panel. A competent worker typically takes 15–25 minutes per unit.	18.0	Requires precise measurement, marking, and drilling/cutting on varied workpieces. Current humanoids lack the fine-motor accuracy for consistent layout marking and safe tool operation (drill/saw) in unstructured settings, especially with measuring tape and marking tools.
8323	49-3022.00	Check for and remove moisture or contamination in damaged areas and keep areas dry until repairs are complete.	inspection	20.0	One instance = checking and drying one damaged area. Involves inspecting, wiping, applying drying measures, and briefly monitoring. Typical for a construction/restoration worker.	12.0	Requires moisture detection via sensors/tools, targeted drying with equipment (fans, towels), and sustained monitoring in unstructured, possibly hazardous damaged environments. Poor tool-use generalization and situational judgment limit success.
8430	49-9051.00	Cut and peel lead sheathing and insulation from defective or newly installed cables and conduits prior to splicing.	manipulation	15.0	One instance = cutting and peeling sheathing/insulation from one cable end or splice point. A skilled electrician/cable splicer typically takes 10–20 minutes per splice prep.	6.0	Requires precise force-controlled cutting of lead/insulation without nicking conductors — extremely fine dexterity. Varied cable diameters, materials, and confined conduit environments push current humanoid capability far beyond demonstrated limits.
9549	37-2011.00	Clean and polish furniture and fixtures.	cleaning	25.0	One instance = cleaning and polishing a typical set of furniture/fixtures in one room (e.g., desk, chairs, shelving, lamps). A competent cleaner takes ~20–30 min.	25.0	Robots can wipe flat surfaces but struggle with varied furniture shapes, polishing pressure control, reaching tight spots, handling delicate fixtures, and applying/buffing polish evenly. Generalization across furniture types is still weak.
9563	37-2012.00	Replenish supplies, such as drinking glasses, linens, writing supplies, and bathroom items.	manipulation	15.0	One instance = restocking a single guest room or suite with all standard supplies (glasses, linens, toiletries, writing materials). A competent housekeeper typically completes this in 10–20 minutes.	12.0	Requires navigating varied room layouts, identifying and placing diverse item types (soft linens, fragile glass, small toiletries), and fine placement in cupboards/shelves. Current humanoids lack reliable generalization across all these item categories and precise placement in unstructured hotel environments.
9593	37-3011.00	Prune or trim trees, shrubs, or hedges, using shears, pruners, or chain saws.	landscaping / vegetation management	45.0	One instance = pruning/trimming a single tree, shrub, or hedge section. A competent groundskeeper typically spends 20–60 min depending on size and complexity; 45 min is a reasonable median.	4.0	Requires outdoor uneven terrain navigation, identifying correct branches to cut (horticultural judgment), wielding heavy/vibrating tools (shears, chain saw) safely, and working at height — all well beyond 2026 general-purpose humanoid capabilities.
9944	49-2091.00	Assemble prototypes or models of circuits, instruments, and systems for use in testing.	assembly	120.0	One instance = assembling one prototype circuit/instrument/system. A competent electronics technician typically takes 1–3 hours depending on complexity; 120 min is a reasonable median.	4.0	Requires fine dexterity (component placement, soldering, wire routing), schematic interpretation, and adaptive problem-solving. Current humanoids lack the precision, tool-use (soldering iron, multimeter), and cognitive planning needed for prototype electronics assembly.
9992	49-3043.00	Repair, fabricate, and install steel or wood fittings, using blueprints, shop sketches, and instruction manuals.	assembly	90.0	One instance = one fitting job (read blueprints, fabricate/repair, and install a single steel or wood fitting). A skilled tradesperson typically takes 60–120 min end-to-end.	3.0	Requires interpreting complex 2D/3D blueprints, operating grinders, saws, welders, and drills, precise multi-step fabrication, and fine positional fitting. Current humanoids lack tool-use generalization, blueprint reading, and the dexterity for reliable fabrication and installation at trade quality.
