task_id	soc_code	task	is_manual	rationale
13283	43-9051.00	Release packages or letters to customers upon presentation of written notices or other identification.	True	Releasing packages/letters requires physical handling and transfer of tangible objects to customers.
13289	43-9071.00	Operate office machines such as high speed business photocopiers, readers, scanners, addressing machines, stencil-cutting machines, microfilm readers or printers, folding and inserting machines, bursters, and binder machines.	True	Operating office machines requires physical manipulation and control of equipment through buttons, levers, and interfaces to execute their functions.
13290	43-9071.00	Place original copies in feed trays, feed originals into feed rolls, or position originals on tables beneath camera lenses.	True	Task requires physical manipulation of originals: placing in trays, feeding into rolls, positioning on tables. Direct hands-on handling of objects.
13292	43-9071.00	Sort, assemble, and proof completed work.	True	Sorting and assembling involve physical manipulation of objects; proofing requires hands-on inspection of tangible work.
13293	43-9071.00	Set up and adjust machines, regulating factors such as speed, ink flow, focus, and number of copies.	True	Requires physical operation of machines, adjusting controls, and regulating mechanical/technical factors through hands-on manipulation.
13294	43-9071.00	Monitor machine operation, and make adjustments as necessary to ensure proper operation.	True	Monitoring and adjusting machinery requires physical presence at the equipment, hands-on operation of controls, and tangible mechanical adjustments.
13295	43-9071.00	Load machines with materials such as blank paper or film.	True	Loading machines requires physical manipulation of tangible materials and operation of equipment.
13298	43-9071.00	Clean machines, perform minor repairs, and report major repair needs.	True	Primary execution involves physical cleaning and repair work on machines, requiring hands-on manipulation and tool operation.
13299	43-9071.00	Operate auxiliary machines such as collators, pad and tablet making machines, staplers, and paper punching, folding, cutting, and perforating machines.	True	Operating physical machines like collators, staplers, and paper processing equipment requires hands-on manipulation and control of machinery.
13302	43-9071.00	Prepare and process papers for use in scanning, microfilming, and microfiche.	True	Requires physical handling of papers—sorting, arranging, preparing documents for scanning or microfilming equipment. This is tangible object manipulation.
13303	43-9071.00	Cut copies apart and write identifying information, such as page numbers or titles, on copies.	True	Task involves physical manipulation (cutting copies apart) and writing by hand on documents—both manual, hands-on actions.
13304	43-9071.00	Clean and file master copies or plates.	True	Physical manipulation and handling of tangible objects (master copies/plates), cleaning and filing are hands-on manual tasks.
13305	43-9071.00	Move heat units and clamping frames over screen beds to form Braille impressions on pages, raising frames to release individual copies.	True	Physically moving equipment (heat units, clamping frames) and manipulating frames requires hands-on operation and bodily movement at the work site.
13349	45-2041.00	Grade and sort products according to factors such as color, species, length, width, appearance, feel, smell, and quality to ensure correct processing and usage.	True	Grading and sorting products requires physical inspection, handling, and tactile assessment (appearance, feel, smell) at a work site.
13350	45-2041.00	Discard inferior or defective products or foreign matter, and place acceptable products in containers for further processing.	True	Requires physical inspection and manual manipulation of products—picking, sorting, discarding, and placing items in containers.
13351	45-2041.00	Weigh products or estimate their weight, visually or by feel.	True	Requires physical manipulation and sensory inspection by touch and sight to assess weight of tangible objects.
13352	45-2041.00	Place products in containers according to grade and mark grades on containers.	True	Task requires physical manipulation of products, placing them into containers, and physically marking containers—hands-on work.
13355	45-2091.00	Adjust, repair, and service farm machinery and notify supervisors when machinery malfunctions.	True	Adjusting, repairing, and servicing farm machinery requires hands-on physical manipulation of tools and equipment.
13356	45-2091.00	Observe and listen to machinery operation to detect equipment malfunctions.	True	Requires physical presence at machinery to observe and listen—direct sensory interaction with equipment at worksite.
13357	45-2091.00	Irrigate soil, using portable pipes or ditch systems, and maintain ditches or pipes and pumps.	True	Task requires operating irrigation equipment, physical manipulation of pipes, maintaining ditches and pumps—all tangible physical work.
13358	45-2091.00	Mix specified materials or chemicals, and dump solutions, powders, or seeds into planter or sprayer machinery.	True	Task involves physical manipulation of materials/chemicals and operating machinery to load solutions or powders, requiring hands-on physical execution.
13359	45-2091.00	Operate or tend equipment used in agricultural production, such as tractors, combines, and irrigation equipment.	True	Operating agricultural machinery (tractors, combines, irrigation equipment) requires hands-on physical control and operation of equipment at a work site.
13360	45-2091.00	Manipulate controls to set, activate, and adjust mechanisms on machinery.	True	Manipulating controls and adjusting machinery mechanisms requires hands-on physical operation of equipment.
13362	45-2091.00	Load hoppers, containers, or conveyors to feed machines with products, using forklifts, transfer augers, suction gates, shovels, or pitchforks.	True	Requires physical operation of machinery (forklifts, augers, gates) and manual tools (shovels, pitchforks) to manipulate and move products.
13363	45-2091.00	Spray fertilizer or pesticide solutions to control insects, fungus and weed growth, and diseases, using hand sprayers.	True	Spraying fertilizer/pesticide with hand sprayers is physical operation of tools to manipulate liquid solutions onto plants.
13364	45-2091.00	Attach farm implements such as plows, discs, sprayers, or harvesters to tractors, using bolts and hand tools.	True	Attaching farm implements requires physical manipulation of objects using hand tools and bolts, direct hands-on assembly work.
13365	45-2091.00	Operate towed machines such as seed drills or manure spreaders to plant, fertilize, dust, and spray crops.	True	Operating towed machines requires physical control of equipment and machinery to perform farm operations like planting and fertilizing crops.
13366	45-2091.00	Drive trucks to haul crops, supplies, tools, or farm workers.	True	Operating a vehicle (truck) to transport goods and people requires hands-on physical operation of machinery.
13367	45-2091.00	Walk beside or ride on planting machines while inserting plants in planter mechanisms at specified intervals.	True	Task requires physical manipulation of plants and operation of planting machinery while in motion, necessitating hands-on physical work.
13368	45-2091.00	Weigh crop-filled containers, and record weights and other identifying information.	True	Weighing containers requires operating a scale and physically handling crop-filled containers plus recording data.
13369	45-2091.00	Load and unload crops or containers of materials, manually or using conveyors, handtrucks, forklifts, or transfer augers.	True	Involves physical manipulation of crops/containers using manual effort or operating machinery like forklifts and conveyor systems.
1337	17-2011.00	Plan or conduct experimental, environmental, operational, or stress tests on models or prototypes of aircraft or aerospace systems or equipment.	True	Testing aircraft/aerospace models and prototypes requires hands-on operation of test equipment, physical manipulation of systems, and direct observation at test sites.
13370	45-2091.00	Guide products on conveyors to regulate flow through machines, and to discard diseased or rotten products.	True	Task requires physical manipulation and movement of products on conveyors, and hands-on inspection and discarding of items.
13371	45-2091.00	Position boxes or attach bags at discharge ends of machinery to catch products, removing and closing full containers.	True	Requires physical manipulation: positioning boxes, attaching bags, handling containers—hands-on work at machinery discharge points.
13410	45-2093.00	Feed and water livestock and monitor food and water supplies.	True	Involves physical handling of feed/water, pouring, distributing to animals, and inspecting supplies on-site.
13411	45-2093.00	Drive trucks, tractors, and other equipment to distribute feed to animals.	True	Operating vehicles (trucks, tractors) and physically distributing feed requires hands-on operation of machinery and equipment.
13412	45-2093.00	Examine animals to detect illness, injury, or disease, and to check physical characteristics, such as rate of weight gain.	True	Physical examination of animals requires hands-on inspection, palpation, and direct observation of the animal's body and condition.
13413	45-2093.00	Provide medical treatment, such as administering medications and vaccinations, or arrange for veterinarians to provide more extensive treatment.	True	Administering medications and vaccinations requires physical manipulation and hands-on medical delivery. Arranging veterinary care involves verbal/written communication, which is text-based, but the primary execution described is hands-on medical treatment.
13414	45-2093.00	Mix feed, additives, and medicines in prescribed portions.	True	Mixing feed, additives, and medicines requires physical manipulation of tangible materials and substances.
13415	45-2093.00	Inspect, maintain, and repair equipment, machinery, buildings, pens, yards, and fences.	True	Task requires physical inspection, hands-on maintenance, and repair of tangible objects and structures (equipment, machinery, buildings, fences, pens, yards).
13416	45-2093.00	Move equipment, poultry, or livestock from one location to another, manually or using trucks or carts.	True	Involves physical manipulation and movement of objects (equipment, poultry, livestock) and operation of trucks or carts.
13417	45-2093.00	Clean stalls, pens, and equipment, using disinfectant solutions, brushes, shovels, water hoses, or pumps.	True	Requires physical manipulation of tools (brushes, shovels, hoses, pumps) and manual labor to clean and disinfect facilities.
13418	45-2093.00	Mark livestock to identify ownership and grade, using brands, tags, paint, or tattoos.	True	Task requires physical manipulation of livestock and application of marks (brands, tags, paint, tattoos) directly on animals.
13419	45-2093.00	Herd livestock to pastures for grazing or to scales, trucks, or other enclosures.	True	Herding livestock requires physical movement and bodily presence to guide and control animals through a work site.
13420	45-2093.00	Shift animals between grazing areas to ensure that they have sufficient access to food.	True	Shifting animals requires physical movement, herding, and manipulation of animals and potentially fencing/gates at a work site.
13422	45-2093.00	Perform duties related to livestock reproduction, such as breeding animals within appropriate timeframes, performing artificial inseminations, and helping with animal births.	True	Requires hands-on physical manipulation of animals, artificial insemination equipment, and hands-on assistance during births.
13424	45-2093.00	Segregate animals according to weight, age, color, and physical condition.	True	Segregating animals requires physical handling, moving, and direct interaction with the animals themselves.
13425	45-2093.00	Patrol grazing lands on horseback or using all-terrain vehicles.	True	Operating vehicles/animals and physically patrolling land requires bodily movement and vehicle operation.
13427	45-2093.00	Groom, clip, trim, or castrate animals, dock ears and tails, or shear coats to collect hair.	True	Task requires physical manipulation and hands-on handling of animals: grooming, clipping, trimming, castrating, docking, and shearing involve direct physical contact and tool operation.
13428	45-2093.00	Spray livestock with disinfectants and insecticides, or dip or bathe animals.	True	Spraying, dipping, and bathing animals require direct physical manipulation and operation of spraying equipment on livestock.
13430	45-2093.00	Protect herds from predators, using trained dogs.	True	Requires physical presence outdoors working with animals and dogs; active herding/protection work in the field.
1348	17-2071.00	Design, implement, maintain, or improve electrical instruments, equipment, facilities, components, products, or systems for commercial, industrial, or domestic purposes.	True	Designing, implementing, and maintaining electrical equipment requires hands-on physical work with tools, circuits, components, and systems installation and repair.
13484	45-4021.00	Stop saw engines, pull cutting bars from cuts, and run to safety as tree falls.	True	Stopping saw engines, pulling cutting bars from cuts, and running to safety during tree felling are all physical actions requiring bodily movement and manipulation of tools at a work site.
13485	45-4021.00	Appraise trees for certain characteristics, such as twist, rot, and heavy limb growth, and gauge amount and direction of lean, to determine how to control the direction of a tree's fall with the least damage.	True	Requires physical inspection of trees at work site, touching/observing structural characteristics to determine felling method.
13486	45-4021.00	Saw back-cuts, leaving sufficient sound wood to control direction of fall.	True	Sawing back-cuts in tree felling requires physical operation of a saw and hands-on manipulation of tools and wood material.
13487	45-4021.00	Clear brush from work areas and escape routes, and cut saplings and other trees from direction of falls, using axes, chainsaws, or bulldozers.	True	Task involves physical manipulation using axes, chainsaws, and bulldozers to cut trees and clear brush—direct physical execution with tools and machinery.
13488	45-4021.00	Measure felled trees and cut them into specified log lengths, using chain saws and axes.	True	Primary execution involves physical manipulation of trees, operation of chain saws and axes, and bodily movement at work site.
13489	45-4021.00	Assess logs after cutting to ensure that the quality and length are correct.	True	Physical inspection of cut logs requires hands-on examination of tangible objects to verify quality and dimensions.
13491	45-4021.00	Control the direction of a tree's fall by scoring cutting lines with axes, sawing undercuts along scored lines with chainsaws, knocking slabs from cuts with single-bit axes, and driving wedges.	True	Task requires physical operation of axes and chainsaws, manipulation of wedges, and bodily presence at a tree to execute cutting and felling work.
13492	45-4021.00	Trim off the tops and limbs of trees, using chainsaws, delimbers, or axes.	True	Requires physical operation of tools (chainsaws, axes) and manual manipulation to trim trees. Hands-on physical work at outdoor work site.
13494	45-4021.00	Maintain and repair chainsaws and other equipment, cleaning, oiling, and greasing equipment, and sharpening equipment properly.	True	Task involves physical manipulation and maintenance of equipment—cleaning, oiling, greasing, sharpening, and repairing chainsaws and tools.
13495	45-4021.00	Insert jacks or drive wedges behind saws to prevent binding of saws and to start trees falling.	True	Inserting jacks and driving wedges requires hands-on physical manipulation of tools and objects to prevent saw binding and control tree felling.
13496	45-4021.00	Tag unsafe trees with high-visibility ribbons.	True	Physical action of applying ribbons to trees at outdoor work site; requires bodily presence and hand manipulation of materials.
13497	45-4021.00	Secure steel cables or chains to logs for dragging by tractors or for pulling by cable yarding systems.	True	Requires physical manipulation of steel cables/chains and logs to secure attachment, then manual operation to drag/pull logs.
13498	45-4021.00	Load logs or wood onto trucks, trailers, or railroad cars, by hand or using loaders or winches.	True	Primary execution involves physical manipulation of logs/wood and operation of physical machinery (loaders, winches) to load cargo onto vehicles.
13499	45-4021.00	Mark logs for identification.	True	Marking logs requires physical manipulation of tangible objects and hands-on work at the job site.
13500	45-4021.00	Work as a member of a team, rotating between chain saw operation and skidder operation.	True	Operating chainsaws and skidders requires physical manipulation of machinery and equipment in forestry work.
13501	45-4021.00	Place supporting limbs or poles under felled trees to avoid splitting undersides, and to prevent logs from rolling.	True	Requires physical manipulation of limbs and poles to position them under logs—direct hands-on manual work at a work site.
13503	47-2081.00	Measure and mark surfaces to lay out work, according to blueprints or drawings, using tape measures, straightedges or squares, and marking devices.	True	Requires physical manipulation of measuring tools and marking devices on surfaces to execute layout work per specifications.
13505	47-2081.00	Fit and fasten wallboard or drywall into position on wood or metal frameworks, using glue, nails, or screws.	True	Physical manipulation of materials (wallboard), use of tools (nails, screws, glue application), and hands-on assembly work.
13506	47-2081.00	Hang dry lines to wall moldings to guide positioning of main runners.	True	Hanging dry lines requires physical manipulation and use of tools to install lines on wall moldings.
13507	47-2081.00	Measure and cut openings in panels or tiles for electrical outlets, windows, vents, plumbing, or other fixtures, using keyhole saws or other cutting tools.	True	Task involves physical manipulation using cutting tools (keyhole saws) on tangible materials (panels, tiles) to create openings.
13508	47-2081.00	Hang drywall panels on metal frameworks of walls and ceilings in offices, schools, or other large buildings, using lifts or hoists to adjust panel heights, when necessary.	True	Involves physically hanging drywall panels on frameworks using tools and lifts—direct physical manipulation and operation of equipment.
13509	47-2081.00	Assemble or install metal framing or decorative trim for windows, doorways, or vents.	True	Requires physical manipulation and installation of metal materials using tools at a work site.
13511	47-2081.00	Trim rough edges from wallboard to maintain even joints, using knives.	True	Requires physical manipulation of wallboard using knives to trim edges; hands-on tool operation.
13512	47-2081.00	Cut and screw together metal channels to make floor or ceiling frames, according to plans for the location of rooms or hallways.	True	Primary execution requires cutting metal channels and screwing them together—direct physical manipulation of tools and materials.
13513	47-2081.00	Inspect furrings, mechanical mountings, or masonry surfaces for plumbness and level, using spirit or water levels.	True	Task requires physical presence at work site, hands-on use of levels, and tactile inspection of surfaces for alignment.
13514	47-2081.00	Cut fixture or border tiles to size, using keyhole saws, and insert them into surrounding frameworks.	True	Cutting tiles with keyhole saws and inserting them requires physical manipulation of tools and materials, and hands-on work with tangible objects.
13515	47-2081.00	Cut metal or wood framing and trim to size, using cutting tools.	True	Primary execution requires operating cutting tools (saws, grinders, etc.) to physically manipulate materials into sized pieces.
13516	47-2081.00	Install horizontal and vertical metal or wooden studs to frames so that wallboard can be attached to interior walls.	True	Installing studs requires physical manipulation of materials, use of tools like hammers and levels, and hands-on construction work.
13517	47-2081.00	Scribe and cut edges of tile to fit walls where wall molding is not specified.	True	Requires physical manipulation of tiles and operation of cutting tools to shape materials for installation.
13518	47-2081.00	Fasten metal or rockboard lath to the structural framework of walls, ceilings, or partitions of buildings, using nails, screws, staples, or wire-ties.	True	Primary execution requires physical manipulation of materials (fastening lath) and operation of tools (nails, screws, staples, wire-ties) to structural framework.
13519	47-2081.00	Suspend angle iron grids or channel irons from ceilings, using wire.	True	Involves physical manipulation of metal materials (grids, irons, wire) and hands-on installation work at height.
13520	47-2081.00	Seal joints between ceiling tiles and walls.	True	Sealing joints requires physical manipulation of materials (caulk, sealant) and application with tools or hands at work site.
13521	47-2081.00	Mount tile, using adhesives, or by nailing, screwing, stapling, or wire-tying lath directly to structural frameworks.	True	Requires physical manipulation and operation of tools (nailing, screwing, stapling, wire-tying) to attach tile and lath to structures.
13522	47-2081.00	Install blanket insulation between studs and tack plastic moisture barriers over insulation.	True	Installing insulation and tacking plastic barriers requires hands-on physical manipulation of materials and tools.
13523	47-2081.00	Install metal lath where plaster applications will be exposed to weather or water, or for curved or irregular surfaces.	True	Installing metal lath requires physical manipulation and placement of materials at work sites for construction applications.
13524	47-2081.00	Apply cement to backs of tiles and press tiles into place, aligning them with layout marks or joints of previously laid tile.	True	Directly applies cement and physically manipulates tiles into position, requiring hands-on physical execution and bodily movement.
13525	47-2081.00	Nail channels or wood furring strips to surfaces to provide mounting for tile.	True	Task involves physical manipulation of tools and materials (nailing channels/furring strips to surfaces) requiring hands-on execution.
13526	47-2081.00	Wash concrete surfaces before mounting tile to increase adhesive qualities of surfaces, using washing soda and zinc sulfate solution.	True	Requires physical cleaning of concrete surfaces using chemical solutions—manual application and manipulation of tangible objects and work site materials.
13527	47-2081.00	Apply or mount acoustical tile or blocks, strips, or sheets of shock-absorbing materials to ceilings or walls of buildings to reduce reflection of sound or to decorate rooms.	True	Requires physical manipulation and installation of materials (mounting, applying acoustical tile) to building surfaces using tools and bodily movement.
13528	47-2081.00	Remove existing plaster, drywall, or paneling, using crowbars and hammers.	True	Task requires physical manipulation of tools (crowbars, hammers) and removal of materials through bodily movement and force application.
13529	47-2082.00	Remove extra compound after surfaces have been covered sufficiently.	True	Removing compound from surfaces requires physical manipulation and handling of materials and tools on-site.
13530	47-2082.00	Spread sealing compound between boards or panels or over cracks, holes, nail heads, or screw heads, using trowels, broadknives, or spatulas.	True	Spreading sealing compound requires physical manipulation of materials and use of hand tools (trowels, broadknives, spatulas) to apply the compound to surfaces.
13531	47-2082.00	Press paper tape over joints to embed tape into sealing compound and to seal joints.	True	Pressing paper tape over joints requires physical manipulation of materials and tangible objects to embed tape and seal joints.
13532	47-2082.00	Mix sealing compounds by hand or with portable electric mixers.	True	Mixing compounds requires physical manipulation and operation of tools (hand mixing or portable electric mixers) to blend materials.
13533	47-2082.00	Spread and smooth cementing material over tape, using trowels or floating machines to blend joints with wall surfaces.	True	Task involves physical manipulation using tools (trowels, floating machines) to spread and smooth cementing material on walls.
13534	47-2082.00	Seal joints between plasterboard or other wallboard to prepare wall surfaces for painting or papering.	True	Sealing joints requires physical manipulation (applying sealant), handling tools (putty knife, caulk gun), and hands-on surface preparation work.
13535	47-2082.00	Sand or patch nicks or cracks in plasterboard or wallboard.	True	Requires physical manipulation of tools (sanding, patching) and materials on surfaces to repair plasterboard.
13536	47-2082.00	Use mechanical applicators that spread compounds and embed tape in one operation.	True	Operating mechanical applicators to spread compounds and embed tape requires physical manipulation of tools and equipment.
13537	47-2082.00	Apply additional coats to fill in holes and make surfaces smooth.	True	Applying coats requires physical manipulation of tools and materials to fill holes and smooth surfaces.
13538	47-2082.00	Install metal molding at wall corners to secure wallboard.	True	Installing metal molding requires physical manipulation of materials, tools, and fixtures to secure wallboard at corners.
13539	47-2082.00	Sand rough spots of dried cement between applications of compounds.	True	Sanding requires physical manipulation of tools and hands-on work with abrasive materials on tangible objects.
13540	47-2082.00	Countersink nails or screws below surfaces of walls before applying sealing compounds, using hammers or screwdrivers.	True	Primary execution involves physical manipulation of tools (hammers, screwdrivers) and tangible objects (nails, screws) to embed them below wall surfaces.
13541	47-2082.00	Select the correct sealing compound or tape.	True	Selecting a sealing compound or tape requires physical evaluation of materials and handling to determine appropriate products for a specific application.
13542	47-2082.00	Apply texturizing compounds or primers to walls or ceilings before final finishing, using trowels, brushes, rollers, or spray guns.	True	Applying compounds to surfaces requires physical manipulation of tools (trowels, brushes, rollers, spray guns) and direct hands-on work.
13543	47-2082.00	Check adhesives to ensure that they will work and will remain durable.	True	Checking adhesives requires physical testing and inspection of materials to verify performance and durability.
13545	47-2131.00	Measure and cut insulation for covering surfaces, using tape measures, handsaws, power saws, knives, or scissors.	True	Requires physical manipulation of tools (saws, knives, scissors) and materials (insulation) plus bodily movement to measure and cut surfaces.
13546	47-2131.00	Cover and line structures with blown or rolled forms of materials to insulate against cold, heat, or moisture, using saws, knives, rasps, trowels, blowers, or other tools and implements.	True	Task requires physical manipulation of insulation materials and operation of tools (saws, knives, rasps, trowels, blowers) on structures.
13547	47-2131.00	Fit, wrap, staple, or glue insulating materials to structures or surfaces, using hand tools or wires.	True	Task requires physical manipulation of insulating materials and use of hand tools (wrapping, stapling, gluing) on structures/surfaces.
13548	47-2131.00	Cover, seal, or finish insulated surfaces or access holes with plastic covers, canvas strips, sealants, tape, cement or asphalt mastic.	True	Task requires physical manipulation of materials (covers, tape, sealants, cement) and hands-on application to surfaces at a work site.
13549	47-2131.00	Distribute insulating materials evenly into small spaces within floors, ceilings, or walls, using blowers and hose attachments, or cement mortars.	True	Primary execution requires operating physical tools (blowers, hose attachments) and manipulating materials to physically fill spaces in building structures.
13550	47-2131.00	Fill blower hoppers with insulating materials.	True	Filling hoppers requires physical manipulation of materials and operation of equipment to load insulation into machinery.
13551	47-2131.00	Move controls, buttons, or levers to start blowers and regulate flow of materials through nozzles.	True	Requires physical manipulation of controls, buttons, and levers to operate machinery and regulate material flow.
13552	47-2131.00	Prepare surfaces for insulation application by brushing or spreading on adhesives, cement, or asphalt, or by attaching metal pins to surfaces.	True	Requires physical manipulation: brushing/spreading adhesives, cement, or asphalt, and attaching metal pins to surfaces.
13553	47-2131.00	Remove old insulation, such as asbestos, following safety procedures.	True	Removing old insulation requires physical manipulation of materials and handling hazardous substances with protective equipment on-site.
13554	47-2132.00	Measure and cut insulation for covering surfaces, using tape measures, handsaws, knives, and scissors.	True	Task requires physical manipulation of insulation materials, operation of hand tools (tape measures, handsaws, knives, scissors), and hands-on cutting work at a job site.
13555	47-2132.00	Fit insulation around obstructions, and shape insulating materials and protective coverings as required.	True	Requires physical manipulation of insulation materials, cutting, shaping, and hands-on fitting around obstructions at a work site.
13557	47-2132.00	Install sheet metal around insulated pipes with screws to protect the insulation from weather conditions or physical damage.	True	Installing sheet metal requires physical manipulation of materials, using tools (screws, screwdriver), and hands-on assembly work on insulated pipes.
13558	47-2132.00	Apply, remove, and repair insulation on industrial equipment, pipes, ductwork, or other mechanical systems such as heat exchangers, tanks, and vessels, to help control noise and maintain temperatures.	True	Task requires physical manipulation of insulation materials, tools, and equipment to apply, remove, and repair insulation on tangible industrial systems.
13561	47-2132.00	Cover, seal, or finish insulated surfaces or access holes with plastic covers, canvas strips, sealants, tape, cement, or asphalt mastic.	True	Task requires physical manipulation of materials (plastic covers, sealants, tape, mastic) to cover and seal surfaces. This is hands-on work involving tangible materials.
13562	47-2132.00	Prepare surfaces for insulation application by brushing or spreading on adhesives, cement, or asphalt, or by attaching metal pins to surfaces.	True	Requires physical manipulation of materials (brushing, spreading adhesives, attaching metal pins) and hands-on surface preparation work.
13567	47-2171.00	Position and secure steel bars, rods, cables, or mesh in concrete forms, using fasteners, rod-bending machines, blowtorches, or hand tools.	True	Primary execution requires physical manipulation of steel materials, operation of machinery (rod-bending machines, blowtorches), use of hand tools, and positioning/securing components in concrete forms.
13568	47-2171.00	Space and fasten together rods in forms according to blueprints, using wire and pliers.	True	Task requires physical manipulation of rods and tools (wire, pliers) to assemble and fasten materials according to specifications.
13570	47-2171.00	Place blocks under rebar to hold the bars off the deck when reinforcing floors.	True	Physically placing concrete blocks under rebar requires hands-on manipulation of tangible materials at a construction site.
13571	47-2171.00	Cut rods to required lengths, using metal shears, hacksaws, bar cutters, or acetylene torches.	True	Requires physical operation of cutting tools (shears, hacksaws, torches) and manipulation of metal rods to achieve precise cutting results.
13572	47-2171.00	Cut and fit wire mesh or fabric, using hooked rods, and position fabric or mesh in concrete to reinforce concrete.	True	Task requires physical manipulation of wire mesh/fabric, use of hooked rods (tools), and hands-on positioning in concrete—direct manual execution.
13573	47-2171.00	Bend steel rods with hand tools or rod-bending machines and weld them with arc-welding equipment.	True	Bending steel rods and welding require physical operation of hand tools and machines to manipulate and join tangible objects.
13574	47-2181.00	Inspect problem roofs to determine the best repair procedures.	True	Inspecting roofs requires physical presence at the site, climbing, visual and tactile examination of materials to assess damage.
13575	47-2181.00	Set up scaffolding to provide safe access to roofs.	True	Setting up scaffolding requires physical manipulation of materials, assembly of structural components, and hands-on installation work at the site.
13578	47-2181.00	Cement or nail flashing strips of metal or shingle over joints to make them watertight.	True	Task requires physical manipulation of materials (cementing, nailing) and installation of flashing using hands and tools.
13579	47-2181.00	Install, repair, or replace single-ply roofing systems, using waterproof sheet materials such as modified plastics, elastomeric, or other asphaltic compositions.	True	Task requires physical manipulation of roofing materials, operation of tools, and hands-on installation/repair work at height on building surfaces.
13580	47-2181.00	Cut felt, shingles, or strips of flashing to fit angles formed by walls, vents, or intersecting roof surfaces.	True	Requires physical manipulation of materials (cutting felt, shingles, flashing) using tools to fit specific angles on roof surfaces.
13581	47-2181.00	Install vapor barriers or layers of insulation on flat roofs.	True	Installing vapor barriers and insulation requires physical manipulation, placement, and fastening of materials on roofing surfaces.
13583	47-2181.00	Cover exposed nailheads with roofing cement or caulking to prevent water leakage or rust.	True	Requires physical application of materials (roofing cement/caulking) to seal nailheads on a roof—hands-on work with tangible materials.
13584	47-2181.00	Install partially overlapping layers of material over roof insulation surfaces, using chalk lines, gauges on shingling hatchets, or lines on shingles.	True	Task involves physical installation of roofing shingles using tools and physical manipulation of materials on a roof surface.
13585	47-2181.00	Cover roofs or exterior walls of structures with slate, asphalt, aluminum, wood, gravel, gypsum, or related materials, using brushes, knives, punches, hammers, or other tools.	True	Primary execution requires physical manipulation of roofing materials and operation of hand tools (brushes, knives, hammers) to cover structures.
13586	47-2181.00	Remove snow, water, or debris from roofs prior to applying roofing materials.	True	Physical cleaning and debris removal from roofs requires manual labor, tools, and bodily presence at work site.
13587	47-2181.00	Apply alternate layers of hot asphalt or tar and roofing paper to roofs.	True	Task requires physical manipulation of hot asphalt/tar and roofing paper, application of materials to roof surfaces, and hands-on work at heights.
13589	47-2181.00	Spray roofs, sidings, or walls to bind, seal, insulate, or soundproof sections of structures, using spray guns, air compressors, or heaters.	True	Task requires operating spray guns and air compressors to physically apply materials to structures—direct manipulation of tools and tangible surfaces.
13590	47-2181.00	Waterproof or damp-proof walls, floors, roofs, foundations, or basements by painting or spraying surfaces with waterproof coatings or by attaching waterproofing membranes to surfaces.	True	Task requires physical application of waterproof coatings via painting/spraying and attaching membranes to building surfaces—direct manual execution.
13591	47-2181.00	Mop or pour hot asphalt or tar onto roof bases.	True	Requires physical manipulation and operation of tools (mop, pouring equipment) to apply materials to roof surfaces.
13592	47-2181.00	Apply plastic coatings, membranes, fiberglass, or felt over sloped roofs before applying shingles.	True	Requires physical manipulation of materials (plastic, fiberglass, felt) and application to roofing surfaces using hands and tools.
13593	47-2181.00	Smooth rough spots to prepare surfaces for waterproofing, using hammers, chisels, or rubbing bricks.	True	Task requires physical manipulation of tools (hammers, chisels, rubbing bricks) and direct hands-on surface preparation work.
13594	47-2181.00	Glaze top layers to make a smooth finish or embed gravel in the bitumen for rough surfaces.	True	Physical application of glazing or embedding gravel onto bitumen surfaces requires hands-on manipulation and material placement.
13595	47-2181.00	Apply gravel or pebbles over top layers of roofs, using rakes or stiff-bristled brooms.	True	Requires physical manipulation of gravel/pebbles and operation of tools (rakes, brooms) on a roof surface.
13596	47-2181.00	Punch holes in slate, tile, terra cotta, or wooden shingles, using punches and hammers.	True	Task requires physical manipulation of tools (punches, hammers) and materials (slate, tile, shingles) to create holes.
13597	47-3011.00	Cut materials to specified sizes for installation, using power saws or tile cutters.	True	Task requires physical operation of power tools (saws, tile cutters) and manipulation of materials to achieve specified cuts.
13598	47-3011.00	Erect scaffolding or other installation structures.	True	Erecting scaffolding requires physical manipulation of materials, assembly, and hands-on construction at the work site.
13599	47-3011.00	Locate and supply materials to masons for installation, following drawings or numbered sequences.	True	Requires physical manipulation and delivery of materials to job sites, involving handling, carrying, and organizing tangible construction materials.
13600	47-3011.00	Mix mortar, plaster, and grout, manually or using machines, according to standard formulas.	True	Primary execution involves physical manipulation and preparation of materials using manual or machine equipment at a work site.
13601	47-3011.00	Apply grout between joints of bricks or tiles, using grouting trowels.	True	Requires physical manipulation of grouting tools and materials to fill joints between bricks/tiles. Direct hands-on execution at the work site.
13602	47-3011.00	Correct surface imperfections or fill chipped, cracked, or broken bricks or tiles, using fillers, adhesives, or grouting materials.	True	Requires physical manipulation of materials (fillers, adhesives, grouting) and hands-on work on tangible objects (bricks, tiles).
13603	47-3011.00	Modify material moving, mixing, grouting, grinding, polishing, or cleaning procedures, according to installation or material requirements.	True	Task involves physically manipulating materials and operating tools for grouting, grinding, polishing, and cleaning—hands-on work execution.
13604	47-3011.00	Provide assistance in the preparation, installation, repair, or rebuilding of tile, brick, or stone surfaces.	True	Preparation, installation, repair, and rebuilding of tile, brick, or stone require physical manipulation of materials, operation of tools, and hands-on construction work.
