task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
23996	29-1024.00	Examine patients to diagnose oral health conditions and diseases.	inspection	30.0	One instance = comprehensive oral examination of one patient, including visual inspection, palpation, chart documentation. Typical dental checkup duration.	8.0	Requires fine intraoral perception, gentle manipulation inside mouth, subjective clinical judgment, palpation sensitivity, and interpretation of subtle symptoms. Current robots lack oral dexterity, intraoral vision clarity, tactile feedback precision, and clinical diagnostic reasoning needed for reliable diagnosis.
2402	41-2011.00	Count money in cash drawers at the beginning of shifts to ensure that amounts are correct and that there is adequate change.	inspection	5.0	One instance = counting cash in one drawer at shift start. Competent cashier typically counts denominations and verifies total in 3–7 minutes.	25.0	Requires fine dexterous manipulation of variable denominations, accurate visual perception of currency, counting logic, and handling variable bill orientations. Current robots struggle with fine picking and reliable denomination recognition in real-world lighting. High error risk.
2938	49-3021.00	Prime and paint repaired surfaces, using paint sprayguns and motorized sanders.	surface finishing	45.0	Priming and painting a typical repaired surface panel (e.g., automotive door or wall section) including sanding prep, masking, and two coats. One instance = one repair area of ~2–4 sq ft.	25.0	Requires precise spray control, masking accuracy, surface prep judgment (sanding pressure/grit selection), and fine motor coordination. Current robots lack dexterity and tactile feedback for consistent finish quality. Motorized sander operation and spraygun control are still high-risk autonomy tasks.
2954	49-3021.00	Fit and secure windows, vinyl roofs, and metal trim to vehicle bodies, using caulking guns, adhesive brushes, and mallets.	assembly	45.0	Fitting one window/trim section with caulking, adhesive, and securing typically takes 30–60 min depending on complexity and surface prep; 45 min represents a median unit task.	15.0	Requires precision dexterity (caulking gun control, adhesive brush work), fine positioning in constrained spaces, impact tool use (mallet), and real-time adjustment. Humanoids lack sufficient hand-eye coordination and tool control for sealing quality acceptable in vehicle manufacturing.
3037	49-9071.00	Fabricate or repair counters, benches, partitions, or other wooden structures, such as sheds or outbuildings.	carpentry and woodworking	180.0	Building or repairing a modest wooden structure (e.g., workbench, counter, or small shed section) typically requires 2–4 hours for an experienced carpenter, accounting for measurement, cutting, assembly, and finishing.	8.0	Requires precise measurement, multi-step planning, tool sequencing (saw, drill, driver, fastening), fine dexterity for alignment and finishing. Current robots lack dexterity, spatial reasoning, and tool mastery for reliable autonomous carpentry.
3151	53-3052.00	Load and unload baggage in baggage compartments.	loading/unloading	8.0	Loading or unloading one typical passenger's baggage (2–3 bags) into/from a vehicle or aircraft baggage compartment, including securing or organizing items.	25.0	Requires picking varied-shape bags, navigating tight compartments, placement accuracy, and environmental generalization. Current humanoids struggle with unstructured bag grasping, confined-space manipulation, and ensuring stable stacking. Some deployments tolerate low success.
373	29-1123.00	Test and measure patient's strength, motor development and function, sensory perception, functional capacity, or respiratory or circulatory efficiency and record data.	caregiving	45.0	One instance = complete assessment battery (strength, motor, sensory, functional capacity, respiratory/circulatory tests) for one patient, typically 30–60 minutes depending on patient condition and test depth.	8.0	Requires nuanced physical handling, fine sensory discrimination (palpation, proprioceptive feedback), clinical judgment, safe patient interaction, and ability to interpret patient responses. Humanoids lack dexterity, tactile sensitivity, and cognitive-clinical reasoning for autonomous assessment.
4032	27-4031.00	Operate zoom lenses, changing images according to specifications and rehearsal instructions.	camera/equipment operation	5.0	One instance = one zoom lens change and framing adjustment per shot during rehearsal. A competent camera operator changes focal length, reframes, and confirms image meets spec in ~5 minutes.	25.0	Requires fine motor control of zoom mechanism, real-time visual feedback interpretation, and understanding of aesthetic/technical specifications from verbal/written direction. Humanoids lack dexterity and perceptual judgment needed; focal length confirmation difficult without human oversight.
4073	29-1071.00	Examine patients to obtain information about their physical condition.	caregiving	20.0	Typical patient physical examination (vital signs, palpation, auscultation, range-of-motion checks). One instance = one patient exam.	8.0	Requires fine palpation, interpretation of patient feedback, stethoscope use, auscultation listening, clinical judgment, and safe handling of vulnerable people. Current humanoids lack tactile sensitivity, medical reasoning, and safe interaction in clinical contexts.
4132	29-2031.00	Conduct electrocardiogram (EKG), phonocardiogram, echocardiogram, stress testing, or other cardiovascular tests to record patients' cardiac activity, using specialized electronic test equipment, recording devices, or laboratory instruments.	cardiovascular diagnostic testing	45.0	Complete one patient's cardiovascular test (e.g., standard 12-lead EKG ~5 min, echocardiogram ~30 min, stress test ~60 min). Average across mix: ~45 min per patient instance.	8.0	Requires precise electrode/sensor placement on patient skin, real-time ultrasound probe manipulation, patient interaction/communication, clinical judgment, and safety protocols. Humanoids lack fine tactile feedback, medical training, and ability to respond to patient distress during stress testing.
4249	31-1121.00	Perform a variety of duties as requested by client, such as obtaining household supplies or running errands.	errand running / shopping	45.0	One instance = one errand trip (e.g., grocery store run or household supply pickup). Includes travel, navigation, selection, checkout. Typical trip for competent human worker.	15.0	Requires autonomous navigation in unpredictable public spaces, item identification/retrieval in retail environments, handling varied payment/checkout systems, and safe vehicle operation or traversal. Current humanoids lack robust public navigation, manipulation in crowded settings, and cannot operate vehicles on public roads.
4277	31-2022.00	Transport patients to and from treatment areas, using wheelchairs or providing standing support.	caregiving	8.0	One instance = transport one patient from one location to another (e.g. waiting room to treatment room). Includes positioning, safety checks, and navigation via typical facility hallway.	25.0	Robots can navigate hallways and move wheelchairs, but struggle with patient safety (preventing falls, adapting to patient frailty), uncertain cognitive demands (reading patient condition, responding to distress), and physical assistance (standing support requires body awareness and adaptive strength control). Legal/liability concerns severe.
4519	39-4021.00	Clean and drive funeral vehicles, such as cars or hearses, in funeral processions.	vehicle operation, cleaning	90.0	One instance: clean one hearse/vehicle (30–40 min) plus drive one typical funeral procession route (45–50 min, including waiting/idling time).	2.0	Humanoid robots cannot operate pedals, steering wheels, or complex vehicle controls in unstructured traffic. Cleaning requires safe tool handling and fine judgment. Task requires legal driver certification and public-road autonomous capability—neither achievable by current humanoids.
4850	47-3013.00	Bolt component parts together to form tower assemblies, using hand tools.	assembly	45.0	One instance = assembling one complete tower from component parts using hand tools (wrenches, etc.). Includes positioning, aligning, and fastening multiple bolted joints.	55.0	Robots can handle pick-and-place and operate simple tools, but tower assembly demands precise alignment, torque control, and spatial reasoning in 3D. Humanoids struggle with stable positioning of large structures and multi-step sequencing. Moderate success on standardized, well-jig'd assemblies.
4930	51-3092.00	Fill processing or cooking containers, such as kettles, rotating cookers, pressure cookers, or vats, with ingredients, by opening valves, by starting pumps or injectors, or by hand.	food prep	5.0	One instance = filling a single container (kettle, pressure cooker, vat, etc.) with ingredients via valve, pump, or hand. Typical time for a food-service worker or cook.	25.0	Requires fine coordination: locating fill ports, opening/closing valves, operating pump controls, measuring/pouring by hand. Humanoids lack precise volumetric sensing, can spill, struggle with valve mechanics and varied container geometry. Narrow success in controlled industrial settings only.
4998	53-7061.00	Drive vehicles to or from workshops or customers' workplaces or homes.	vehicle operation	45.0	Typical trip to customer/workshop: 30–60 min depending on distance. One instance = one one-way trip of typical service call distance (10–20 miles urban/suburban).	3.0	Humanoid robots cannot operate steering wheels, pedals, or gear shifts. Current autonomous vehicle systems (L4 AVs) exist but are task-specific, geofenced, and not general-purpose robots. No frontier humanoid or mobile manipulator can drive a vehicle in traffic.
5544	19-4012.00	Maintain or repair agricultural facilities, equipment, or tools to ensure operational readiness, safety, and cleanliness.	agricultural maintenance	45.0	One instance = routine maintenance/repair of one piece of equipment (e.g., tractor servicing, fence repair, tool cleaning). Varies by scope; 45 min typical for common field equipment maintenance.	15.0	Requires diagnosis, specialized tools, heavy equipment operation, fine mechanical work, and environmental variability. Humanoids lack dexterity for detailed repair, tool-switching capability, and cannot operate heavy machinery safely.
636	39-5012.00	Cut, trim and shape hair or hairpieces, based on customers' instructions, hair type, and facial features, using clippers, scissors, trimmers and razors.	personal grooming / hair cutting	30.0	One instance = one complete haircut (wash, cut, style) for an adult. A competent barber/stylist typically completes this in 25–40 minutes.	8.0	Requires precise 3D spatial reasoning, real-time adaptation to hair texture/curl, facial symmetry perception, fine dexterous control of scissors/clippers, and safe navigation around face/ears. Current humanoids lack the dexterity, tactile feedback, and dynamic perception to reliably execute this without injury risk.
642	39-5012.00	Operate cash registers to receive payments from patrons.	vehicle operation	3.0	One instance = processing one customer transaction (scan/ring items, receive payment, issue receipt). Competent cashier averages 2-4 min per transaction.	25.0	Requires fine manipulation (inserting cards, handling cash, touching screen buttons), real-time customer interaction, exception handling (invalid payment, declined cards), and safety around cash/valuables. Current robots struggle with fine dexterity, dynamic HCI, and payment security.
6504	25-2012.00	Provide a variety of materials and resources for children to explore, manipulate, and use, both in learning activities and in imaginative play.	childcare/setup	45.0	One instance = curating, organizing, and setting up a diverse play/learning environment with materials for a classroom or play area. Includes selection, arrangement, safety checks.	25.0	Requires understanding child development, safety standards, creative spatial arrangement, and fine motor sorting/placement. Humanoids lack domain knowledge and struggle with judgment calls about what materials suit different ages and learning goals.
7029	45-4011.00	Perform fire protection or suppression duties, such as constructing fire breaks or disposing of brush.	heavy machinery / outdoor work	180.0	Constructing a fire break or disposing of brush for one property or small area typically takes 3–4 hours for a competent worker, accounting for tool setup, clearing, and material handling.	8.0	Requires rugged outdoor mobility, heavy-duty tool operation (chainsaws, brush-clearing equipment), dynamic terrain navigation, situational awareness in smoky/hazardous conditions, and sustained heavy work. Humanoids lack durability, battery life, and tool-use capability for this scale.
7394	17-2061.00	Monitor functioning of equipment and make necessary modifications to ensure system operates in conformance with specifications.	inspection	45.0	One instance = inspecting and modifying one piece of equipment to bring it into conformance. Includes diagnostics, adjustments, and verification.	25.0	Robots can perform visual inspection and simple adjustments, but lack fine diagnostic reasoning, complex troubleshooting, and ability to safely operate unfamiliar equipment controls and specialized adjustment tools.
7744	29-1024.00	Design and fabricate dental prostheses, or supervise dental technicians and laboratory bench workers who construct the devices.	dental prosthesis fabrication / supervision	180.0	Design and fabrication of a single complete denture or prosthesis typically spans 6–8 hours across multiple steps (casting, grinding, polishing, fitting), plus supervision time for technician coordination.	3.0	Requires micron-level precision, shape judgment from impressions, hand-eye coordination for grinding/polishing, and aesthetic judgment. Humanoids lack the fine dexterity, surface texture perception, and domain expertise needed. Supervision requires social/linguistic skills and quality assessment.
7886	31-9011.00	Use complementary aids, such as infrared lamps, wet compresses, ice, and whirlpool baths to promote clients' recovery, relaxation, and well-being.	caregiving	30.0	Applying infrared lamp, wet compress, ice pack, or running whirlpool bath for one client session, including setup and monitoring time.	15.0	Requires fine temperature sensing, safe handling of hot/cold therapies, positioning on client body, monitoring comfort and skin safety. Humanoids lack reliable thermal feedback and delicate tactile control for unstructured caregiving tasks.
7928	33-3031.00	Investigate crop, property, or habitat damage or destruction or instances of water pollution to determine causes and to advise property owners of preventive measures.	inspection	120.0	One instance = investigating one damage/pollution incident on a property. Includes site visits, sample collection, analysis, and documentation. Typically 2–4 hours per case.	25.0	Robots can traverse terrain, capture images, and collect samples in structured environments, but lack expertise in visual assessment, causal reasoning, environmental sampling protocol judgment, regulatory compliance, and communication with property owners. Limited outdoor navigation and fine dexterity for precise sample handling.
8276	47-3012.00	Perform tie spacing layout and measure, mark, drill or cut.	assembly	20.0	Laying out tie spacing, measuring, marking, drilling/cutting one tie set (~6–8 ties with spacing measurements and hole placement) takes ~15–25 min for a skilled worker.	25.0	Requires precise measurement, marking, spatial planning, and tool operation (drill/saw). Robot perception of spacing tolerances is limited; dexterity for steady tool use and marking is weak. High failure risk from misalignment or tool control errors.
8323	49-3022.00	Check for and remove moisture or contamination in damaged areas and keep areas dry until repairs are complete.	cleaning	45.0	One instance = inspecting, drying, and monitoring a damaged area (e.g., water-damaged drywall, wet insulation, flooded basement section) until it reaches safe dryness.	35.0	Robots can deploy dehumidifiers and air movers, but struggle with precise contamination detection (mold, salt deposits), moisture measurement assessment, navigating irregular damaged structures, and sustained monitoring over hours/days.
8430	49-9051.00	Cut and peel lead sheathing and insulation from defective or newly installed cables and conduits prior to splicing.	manipulation	15.0	Cutting and peeling lead sheathing and insulation from a cable section; includes careful handling to avoid damage to inner conductors and safe removal of material. One instance = one cable/conduit segment.	25.0	Requires fine dexterous control to cut sheathing without damaging inner conductors, precise peeling of brittle lead and insulation materials, and judging thickness/depth. Current robots lack fine manipulation precision and safety awareness for hazardous lead handling.
9549	37-2011.00	Clean and polish furniture and fixtures.	cleaning	45.0	Time to clean and polish one piece of furniture or fixture (e.g., one table, one shelf) with cloth and polish, including drying.	35.0	Robots handle wiping motions and basic dexterity moderately well, but polishing requires fine pressure control, material adaptation (cloth type, polish amount), and detecting uneven surfaces. Furniture shapes vary widely, complicating generalization.
9563	37-2012.00	Replenish supplies, such as drinking glasses, linens, writing supplies, and bathroom items.	supply restocking	20.0	Replenishing supplies in a typical space (hotel room, office, bathroom): gathering items from storage, transporting, and placing in designated locations.	45.0	Robot can navigate and place objects on shelves/surfaces, but struggles with fragile items (glasses), folding/organizing linens, precise placement in confined bathroom spaces, and adapting to varied storage layouts. Perception and dexterity gaps limit reliable execution.
9593	37-3011.00	Prune or trim trees, shrubs, or hedges, using shears, pruners, or chain saws.	outdoor maintenance / landscaping	45.0	Pruning a typical shrub or small tree section; includes assessing branches, making cuts, clearing debris. One instance = one distinct plant or hedge section.	15.0	Humanoids lack safe chain-saw operation, stable climbing/reach for tall trees, and refined pruning judgment (when/where to cut). Unstructured outdoor terrain and foliage occlusion further limit autonomy.
9944	49-2091.00	Assemble prototypes or models of circuits, instruments, and systems for use in testing.	assembly	45.0	One instance = assembling one prototype/model circuit or instrument system. Includes soldering, wiring, component placement, and basic testing. Typical time for a skilled technician.	35.0	Requires fine dexterity (soldering, component placement), perception of small parts, and sequencing. Humanoids lack fine motor control for reliable soldering. Assembly of standardized components on jigs: ~40–80%; but circuit assembly demands precision below current capabilities.
9992	49-3043.00	Repair, fabricate, and install steel or wood fittings, using blueprints, shop sketches, and instruction manuals.	assembly, fabrication, installation	120.0	Skilled tradesperson: 2–3 hours per fitting, including blueprint review, layout, fabrication (cutting, drilling, welding/joinery), and installation with adjustments.	8.0	Requires: interpreting 2D blueprints → 3D action, precision metalworking/woodworking (welding, saw cuts, drilling), spatial reasoning under constraints, tool changeover, and final fit-up. Humanoids lack fine motor control, tool competence, and reliable fabrication consistency.
