task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
14069	51-6041.00	Attach insoles to shoe lasts, affix shoe uppers, and apply heels and outsoles.	assembly	25.0	One instance = assembling one pair of shoes (attaching insoles to lasts, lasting the uppers, and applying heels and outsoles). A skilled cobbler/assembler takes ~20–30 minutes per pair.	5.0	Shoe assembly demands extreme fine dexterity, precise force control for lasting, adhesive application, and manipulation of flexible/irregular materials. Current humanoids lack the tactile sensitivity and specialized tool-use needed for acceptable quality.
22815	29-2034.00	Transport patients to or from exam rooms.	caregiving	8.0	One instance = moving one patient from origin to exam room or back, including positioning, guiding/wheeling, and handoff. Typical trip takes 5–10 minutes.	8.0	Requires safely assisting/guiding a patient (frail, unpredictable, may need wheelchair or walking support), navigating crowded clinic halls, communicating, and performing safe handoff. Far beyond current humanoid caregiving capability.
873	47-4011.00	Measure dimensions and verify level, alignment, or elevation of structures or fixtures to ensure compliance to building plans and codes.	inspection	25.0	One instance = measuring and verifying a single structure or fixture (e.g., a wall, door frame, or beam). A competent inspector uses tape, level, and plans; ~20–30 min per element.	12.0	Requires interpreting building plans, wielding tape measures/levels precisely, navigating cluttered construction sites, and making compliance judgments. Perception and tool-use in unstructured environments remain weak; construction-site mobility is poor (~30–60%).
8649	53-6041.00	Maintain or make minor adjustments or field repairs to equipment used in surveys, including the replacement of parts on traffic data gathering devices.	inspection	45.0	One instance = servicing/repairing one survey device in the field (e.g., replacing a tube counter or sensor on a traffic data unit). A competent technician typically takes 30–60 minutes per device.	4.0	Requires outdoor terrain navigation, identifying fault, fine dexterous manipulation of small fasteners/wiring, and judgment for diagnosis. Current humanoids lack reliable outdoor mobility, tool-use for electrical/mechanical repair, and contextual fault diagnosis at acceptable quality.
14059	51-6021.00	Examine and measure finished articles to verify conformance to standards, using measuring devices such as tape measures and micrometers.	inspection	8.0	One instance = inspecting a single finished article. A competent worker selects appropriate tools, takes multiple measurements, and compares to spec — typically 5–12 minutes per part.	18.0	Robots struggle with selecting correct measuring tools, positioning micrometers/tape measures precisely on arbitrary part geometries, reading analog gauges, and contextually judging conformance. Perception and fine dexterity are key bottlenecks.
2285	35-3031.00	Clean tables or counters after patrons have finished dining.	cleaning	3.0	One instance = clearing and wiping down one table/counter after diners leave. A competent busser typically takes 2–4 minutes per table.	25.0	Requires navigating a crowded restaurant floor, grasping varied dishes/glasses, stacking items safely, then wiping surfaces. Clutter variability, fragile items, and tight spaces challenge current humanoids significantly.
22813	29-2034.00	Set up examination rooms, ensuring that all necessary equipment is ready.	inspection	15.0	One instance = preparing one examination room. A competent medical aide checks, arranges, and restocks all equipment and supplies in ~15 minutes.	8.0	Requires diverse dexterous manipulation (instruments, drawers, packaging), contextual inventory judgment, sterile-field awareness, and navigating a cluttered clinical space — far beyond 2026 general-purpose robot capabilities.
22816	29-2034.00	Monitor patients' conditions and reactions, reporting abnormal signs to physician.	caregiving	20.0	One instance = a single patient monitoring round, including vitals check, observation, and reporting any abnormal signs. A competent nurse typically spends ~15–25 minutes per patient per round.	6.0	Requires integrating multi-modal clinical perception (visual, tactile, auditory, vital-sign interpretation), nuanced patient communication, contextual medical judgment, and reliable escalation — well beyond 2026 humanoid generalization and safety thresholds.
8672	25-3021.00	Prepare materials and classrooms for class activities.	manipulation	20.0	One instance = preparing one classroom for one class session; gathering materials, arranging desks/chairs, setting up supplies. Typical prep takes 15–25 minutes.	12.0	Requires navigating a varied classroom, moving chairs/desks, distributing mixed materials (papers, books, supplies), and interpreting a lesson plan. Layout diversity, object variety, and contextual judgment are well beyond current robot generalization.
8752	39-5092.00	Shape and smooth ends of nails, using scissors, files, or emery boards.	manipulation	8.0	One instance = shaping and smoothing all nails on one client's hands (~10 nails). A competent nail technician typically spends 5–10 minutes filing and shaping a full set.	2.0	Extreme fine dexterity required near sensitive tissue on an unpredictably shaped, compliant surface. Current robots lack the tactile sensitivity, sub-millimeter precision, and safe force control needed to file human nails without injury risk.
14073	51-6041.00	Make, modify, and repair orthopedic or therapeutic footwear according to doctors' prescriptions, or modify existing footwear for people with foot problems and special needs.	manipulation	120.0	One instance = fabricating or significantly modifying a single pair of orthopedic/therapeutic footwear. Skilled orthotists/pedorthists typically spend 1–3 hours per pair including fitting, cutting, stitching, and adjusting.	2.0	Requires extreme fine dexterity (stitching leather, shaping lasts, precision cutting), reading/interpreting medical prescriptions, patient-specific fitting decisions, and use of specialized cobbling tools. Far beyond 2026 humanoid capabilities.
8766	47-2022.00	Lay out wall patterns or foundations, using straight edge, rule, or staked lines.	construction layout	45.0	One instance = laying out one wall segment or foundation line. Involves measuring, marking, and staking a single continuous layout run; typically 30–60 min for a competent mason/carpenter.	8.0	Requires precise outdoor navigation on uneven terrain, reading blueprints, using tape measures/chalk lines/stakes with fine tool-use, and integrating spatial reasoning. Current humanoids lack reliable outdoor dexterity and precision construction tool-use.
22843	29-2036.00	Fabricate patient immobilization devices, such as molds or casts, for radiation delivery.	assembly	45.0	One instance = fabricating a single immobilization device (e.g., thermoplastic mask or body mold) for one patient. Includes fitting, molding, and curing, typically 30–60 minutes.	2.0	Requires fine dexterous manipulation of thermoplastic materials on a live patient, precise anatomical contouring, patient communication/safety, and clinical judgment. Far beyond 2026 robot capabilities in unstructured caregiving and fine dexterity.
14044	51-6021.00	Finish pants, jackets, shirts, skirts and other dry-cleaned and laundered articles, using hand irons.	manipulation	8.0	One instance = finishing one garment (e.g. a shirt or pair of pants) with a hand iron; a competent presser takes ~5–12 minutes depending on garment complexity.	4.0	Garment finishing requires repositioning limp, deformable fabric with precision, applying correct heat/pressure, avoiding scorching, and navigating complex 3D shapes (collars, seams, pleats). Far beyond current robot dexterity and cloth manipulation capabilities.
8765	39-5092.00	Decorate clients' nails by piercing or attaching ornaments or designs.	manipulation	15.0	One instance = decorating one client's full set of nails (10 nails) with ornaments/piercings. A skilled nail tech takes ~10–20 min for ornament application.	2.0	Extremely fine dexterity required — piercing tiny nails, placing sub-millimeter gems/foils on curved, compliant surfaces of a live person. Current robots lack the precision, force control, and safe human-contact capability needed.
14062	51-6041.00	Cut out parts, following patterns or outlines, using knives, shears, scissors, or machine presses.	manipulation	8.0	One instance = cutting out one pattern piece (e.g., a fabric panel or leather part). A skilled worker cuts one piece in ~5–10 minutes depending on complexity and tool used.	12.0	Requires precise tool control (scissors/knife/shears) along irregular outlines on deformable materials. Fine dexterity, force regulation, and pattern-following perception are at the edge of 2026 robot capability; machine press operation adds mechanical complexity.
14070	51-6041.00	Cement, nail, or sew soles and heels to shoes.	assembly	12.0	One instance = attaching sole and heel to one shoe. A skilled cobbler/assembler takes ~10–15 min per shoe using cement, nails, or stitching.	4.0	Requires precise multi-modal dexterity (cementing, nailing, or sewing flexible, irregularly shaped soft materials under tension). Far beyond current humanoid fine-motor and tool-use capabilities; no commercial demos exist.
8628	53-3033.00	Use and maintain the tools or equipment found on commercial vehicles, such as weighing or measuring devices.	vehicle operation	10.0	One instance = using/maintaining a single weighing or measuring device on a commercial vehicle (e.g., onboard scale check, calibration, or minor maintenance). A competent operator takes ~10 minutes per occurrence.	5.0	Requires operating on or around a commercial vehicle, reading specialized gauges/scales, performing calibration or maintenance procedures. Current humanoids lack the vehicle-specific tool familiarity, fine dexterity for calibration, and safe mobility around large vehicles needed for autonomous success.
8760	39-5092.00	Roughen surfaces of fingernails, using abrasive wheel.	manipulation	3.0	One instance = roughening all 10 fingernails of one client using an abrasive wheel. A skilled nail tech completes this in ~2–4 minutes.	2.0	Requires extreme fine dexterity on a very small, curved, living surface with safety-critical force control. Risk of injury to client, tiny target, and high precision needed far exceed current humanoid robot capabilities.
8775	47-2022.00	Smooth, polish, and bevel surfaces, using hand tools and power tools.	manipulation	25.0	One instance = smoothing/polishing/beveling one workpiece surface. A competent worker spends ~20–30 min selecting tools, setting up, and finishing a typical surface to acceptable quality.	12.0	Requires force-controlled contact, fine dexterity, and real-time tactile/visual feedback to judge surface finish quality. Tool switching and adaptive pressure control on varied geometries exceed current humanoid capabilities reliably.
14065	51-6041.00	Dye, soak, polish, paint, stamp, stitch, stain, buff, or engrave leather or other materials to obtain desired effects, decorations, or shapes.	manipulation	45.0	One instance = completing one leather finishing/decoration operation (e.g., dyeing and buffing a wallet panel). Skilled artisan takes ~30–60 min depending on technique complexity.	4.0	Requires extremely fine dexterity for stitching, stamping, and engraving; tool-switching across many specialized instruments; tactile feedback for pressure/saturation control; and artistic judgment. Far beyond 2026 general-purpose robots.
8769	47-2022.00	Mix mortar or grout and pour or spread mortar or grout on marble slabs, stone, or foundation.	manipulation	45.0	One instance = mixing a batch of mortar/grout and spreading it on one section of slabs/stone. A competent mason takes ~45 min including mixing, consistency checks, and spreading.	8.0	Requires mixing viscous material to correct consistency, controlled pouring/spreading with a trowel under variable load, fine tactile feedback, and working on uneven surfaces. Well beyond current humanoid dexterity and force-control capabilities.
8768	47-2022.00	Set vertical and horizontal alignment of structures, using plumb bob, gauge line, and level.	inspection	20.0	One instance = aligning a single structural element (e.g., a column or wall section). A competent tradesperson typically takes 15–25 min to set, check, and confirm alignment with plumb bob, gauge, and level.	8.0	Requires handling specialized tools (plumb bob, gauge line, spirit level) on an active construction site, interpreting readings, and making fine physical adjustments to structures. Unstructured environment, heavy loads, precision coordination, and tool dexterity far exceed current humanoid capabilities.
22827	29-2034.00	Operate fluoroscope to aid physician to view and guide wire or catheter through blood vessels to area of interest.	inspection	30.0	One instance = one fluoroscopic procedure session. A competent radiologic technologist typically operates the fluoroscope for 20–45 minutes per interventional case.	2.0	Requires operating specialized medical imaging equipment, interpreting live fluoroscopic imagery, coordinating in real-time with a physician in a sterile field, and making safety-critical adjustments. Far beyond current humanoid robot capabilities in perception, tool-use, and clinical judgment.
22846	29-2036.00	Measure the amount of radioactivity in patients or equipment, using radiation monitoring devices.	inspection	10.0	One instance = scanning a single patient or piece of equipment with a radiation monitoring device; a competent technician typically completes this in ~10 minutes including setup and recording.	12.0	Requires precise positioning of a handheld detector close to a patient or equipment, interpreting readings, and adapting to patient anatomy. Current humanoids lack reliable fine sensor-tool handling, compliant patient interaction, and domain-specific nuclear medicine protocols.
14052	51-6021.00	Clean and maintain pressing machines, using cleaning solutions and lubricants.	cleaning	25.0	One instance = cleaning and lubricating one pressing machine. Wiping surfaces, applying cleaning solution, and lubricating key components typically takes ~20–30 min.	8.0	Requires precise application of liquids/lubricants to specific machine ports, navigating around bulky industrial equipment, fine tool-use, and task sequencing. Current humanoids lack reliable dexterous fluid application and industrial machine familiarity.
22818	29-2034.00	Operate mobile x-ray equipment in operating room, emergency room, or at patient's bedside.	medical imaging equipment operation	20.0	One instance = transporting portable X-ray unit to patient location, positioning equipment, taking exposure(s), and clearing. Typical bedside/ER/OR exam takes ~15–25 minutes end-to-end.	3.0	Requires navigating cluttered clinical environments, precisely positioning a bulky wheeled machine relative to a patient, adjusting detector/tube angles, operating console settings, ensuring radiation safety, and responding to patient condition — far beyond current humanoid capability.
8771	47-2022.00	Set stone or marble in place, according to layout or pattern.	assembly	45.0	One instance = setting one stone/marble tile or slab in place per a layout. A competent mason takes ~30–60 min per piece including positioning, leveling, and fitting.	6.0	Requires heavy lifting of irregular slabs, precise pattern-matching perception, mortar/adhesive tool use, leveling, and fine spatial alignment on varied surfaces. Far beyond current humanoid dexterity and load capacity in unstructured settings.
14074	51-6041.00	Repair and recondition leather products such as trunks, luggage, shoes, saddles, belts, purses, and baseball gloves.	manipulation	45.0	One instance = repairing/reconditioning one leather item (e.g., a shoe or purse). Includes cleaning, assessing damage, stitching, conditioning, and finishing. Median across item types.	3.0	Requires highly fine dexterous manipulation (stitching, cutting, cementing leather), nuanced tactile feedback, and adaptive assessment of varied damage. Far beyond current humanoid robot capability in unstructured, multi-step craft tasks.
22839	29-2036.00	Develop requirements for the use of patient immobilization devices and positioning aides, such as molds or casts, as part of treatment plans to ensure accurate delivery of radiation and comfort of patient.	inspection	45.0	One instance = developing immobilization device requirements for one patient's treatment plan. A radiation therapist/dosimetrist reviews anatomy, selects devices, and documents specs; ~45 min per patient.	2.0	Task is almost entirely clinical cognition, medical judgment, and documentation — reviewing imaging, interpreting anatomy, writing requirements. No meaningful physical manipulation component; well beyond current robot autonomy in clinical reasoning.
22852	29-2042.00	Administer first aid treatment or life support care to sick or injured persons in prehospital settings.	caregiving	25.0	One instance = a single prehospital emergency response, from patient contact to handoff. Typical EMS/first-responder scene time is roughly 15–35 minutes.	2.0	Requires dynamic clinical judgment, fine dexterity (IV lines, airway management), adaptation to unstructured trauma scenes, and patient communication. Far beyond 2026 frontier robot capability; high risk of patient harm.
22821	29-2034.00	Provide assistance in dressing or changing seriously ill or injured patients or patients with disabilities.	caregiving	15.0	One instance = dressing/changing one patient. A competent caregiver typically takes 10–20 minutes depending on patient condition, clothing type, and mobility level.	5.0	Requires extreme gentleness, adaptive force control around fragile/injured bodies, complex garment manipulation on a non-static human, real-time patient feedback interpretation, and safe mobility around a bed — all well beyond 2026 robot capability.
8641	53-6041.00	Place and secure automatic counters, using power tools, and retrieve counters after counting periods end.	manipulation	20.0	One instance = placing, securing, and retrieving one automatic counter at a single location, including power-tool fastening and post-period removal; ~20 min total.	12.0	Requires precise positioning, operating a power drill/driver (tool-use generalization), navigating varied outdoor/roadside terrain, and multi-step sequencing over days. Current humanoids lack robust outdoor mobility, reliable power-tool use, and long-horizon task autonomy.
22847	29-2036.00	Perform quality assurance system checks, such as calibrations, on treatment planning computers.	inspection	90.0	One instance = a full QA session on a single treatment planning computer, including calibration checks, test plan runs, and documentation. A competent medical physicist typically takes 60–120 minutes.	3.0	Requires deep domain expertise in medical physics, interpreting specialized software outputs, running test protocols, and making calibration judgments. Current humanoids lack the cognitive reasoning, software interaction, and regulatory-grade decision-making needed.
8750	39-5092.00	Remove previously applied nail polish, using liquid remover and swabs.	caregiving	5.0	One instance = removing nail polish from all 10 fingernails. A competent person soaks and wipes each nail, typically finishing in ~5 minutes.	3.0	Requires extreme fine dexterity: gripping a small swab, applying precise pressure to curved nail surfaces without touching skin, and controlled liquid application. Current humanoids lack the fingertip sensitivity and precision for this delicate task.
22727	29-1214.00	Perform such medical procedures as emergent cricothyrotomy, endotracheal intubation, and emergency thoracotomy.	caregiving	8.0	One instance = one emergent cricothyrotomy procedure; a skilled clinician completes it in ~2–5 min, but setup and confirmation bring median to ~8 min.	1.0	Requires extreme fine dexterity, anatomical landmark identification under stress, sterile technique, force-sensitive blade control, and real-time clinical judgment. Far beyond 2026 humanoid capabilities.
8764	39-5092.00	Whiten underside of nails with white paste or pencils.	caregiving	3.0	One instance = whitening undersides of all 10 nails on one person. A skilled nail technician applies paste/pencil under each nail tip in ~2–4 minutes total.	2.0	Requires extreme fine-motor precision to apply paste/pencil under a 1–2mm nail edge on a compliant, moving human hand. Current robots lack the dexterity, delicate force control, and sub-millimeter tool manipulation needed without risk of injury.
14057	51-6021.00	Press ties on small pressing machines.	manipulation	2.0	One instance = pressing one necktie on a small pressing machine. A skilled laundry/garment worker completes this in ~1–3 minutes including positioning and finishing.	12.0	Ties are thin, flexible, easily deformed fabric requiring precise alignment on a specialty press. Robots struggle with delicate textile handling, exact placement, and operating a foot/lever-controlled pressing machine safely without damaging the garment.
22853	29-2042.00	Assess nature and extent of illness or injury to establish and prioritize medical procedures.	caregiving	10.0	One instance = assessing a single patient; a competent EMT/nurse performs triage, history-taking, and physical assessment in ~5–15 minutes.	3.0	Requires nuanced clinical reasoning, verbal history-taking, pain/distress interpretation, dynamic physical examination, and prioritization judgment. Current robots lack medical cognition, reliable vital-sign sensing on arbitrary patients, and safe physical exam dexterity.
14088	51-6041.00	Re-sew seams, and replace handles and linings of suitcases or handbags.	manipulation	45.0	One instance = repairing one bag (re-sewing seams + replacing handle + relining). A skilled leatherworker/tailor typically takes 30–60 min per bag.	2.0	Requires extreme fine dexterity: threading needles, sewing through thick leather/fabric, attaching hardware, and fitting linings precisely. Far beyond current humanoid manipulation capability; akin to fine craft work.
14075	51-6041.00	Place shoes on lasts to remove soles and heels, using knives or pliers.	manipulation	8.0	One instance = mounting one shoe on a last then removing its sole and heel with knives/pliers. A skilled cobbler typically completes this in 5–10 minutes per shoe.	4.0	Requires precise bimanual dexterity to seat a shoe on a last, grip irregularly shaped footwear, apply controlled knife/plier force at seams, and detect when material separates — far beyond 2026 frontier robot capability reliably and safely.
14080	51-6041.00	Drill or punch holes and insert or attach metal rings, handles, and fastening hardware, such as buckles.	assembly	3.0	One instance = drilling/punching one hole and attaching one piece of hardware (ring, handle, or buckle) to a workpiece; a skilled worker completes this in ~2–4 minutes.	10.0	Requires precise tool use (drill/punch), fine dexterous alignment of small metal hardware, and secure fastening. Current humanoids lack reliable fine-motor tool handling and hardware insertion accuracy needed for acceptable quality.
22860	29-2042.00	Immobilize patient for placement on stretcher and ambulance transport, using backboard or other spinal immobilization device.	caregiving	8.0	One instance = immobilizing one patient with a backboard/spinal device and loading onto a stretcher. A trained EMT team typically completes this in 5–10 minutes.	2.0	Requires precise, adaptive manipulation on a fragile human body in unstructured environments, coordinated multi-person technique, spinal precautions, real-time patient feedback, and device fastening. Far beyond 2026 robot capability.
8773	47-2022.00	Lay brick to build shells of chimneys and smokestacks or to line or reline industrial furnaces, kilns, boilers and similar installations.	assembly	480.0	One instance = completing a standard chimney shell or furnace lining job. A competent mason typically spends a full 8-hour shift on one such structural bricklaying project.	2.0	Requires precise mortar application, heavy/irregular refractory bricks, tight tolerances in curved/vertical geometries, high-heat environments, and scaffolding navigation. Far beyond current humanoid robot dexterity, load capacity, and generalization.
8774	47-2022.00	Replace broken or missing masonry units in walls or floors.	manipulation	45.0	One instance = replacing a single broken/missing masonry unit (brick, block, or tile). Includes chiseling out old unit, cleaning cavity, mixing/applying mortar, setting new unit, and pointing joints.	3.0	Requires forceful chiseling, precise mortar mixing/application, fine joint pointing, and surface-matching perception. Current humanoids lack the force control, dexterity, and tool-use generalization needed for masonry repair at acceptable quality.
8776	47-2022.00	Drill holes in marble or ornamental stone and anchor brackets in holes.	manipulation	20.0	One instance = drilling and anchoring brackets into one hole location in marble/stone. Marking, drilling, clearing dust, inserting anchor, and securing bracket takes ~15–25 min.	4.0	Requires precise force-controlled drilling into hard stone with specialized bits, managing vibration and dust, then seating anchors and fastening brackets — far beyond current humanoid dexterity, tool-use, and fine force-feedback capabilities.
14076	51-6041.00	Clean and polish shoes.	manipulation	10.0	One instance = cleaning and polishing one pair of shoes. A competent human removes dirt, applies polish, and buffs to a shine in ~10 minutes.	8.0	Requires complex multi-step dexterous manipulation (brushing, applying polish with cloth, buffing) on irregular curved surfaces, force-sensitive compliance, and tool-switching. Current humanoids lack reliable fine dexterity and adaptive force control for this.
8753	39-5092.00	Apply undercoat and clear or colored polish onto nails with brush.	manipulation	20.0	One instance = applying undercoat + polish to all 10 fingernails on one person. A competent nail technician takes ~15–25 minutes including drying pauses.	2.0	Requires extreme fine motor precision on curved, tiny, irregular nail surfaces while avoiding skin. Current robots lack the sub-millimeter dexterity, compliant brush control, and adaptive perception needed for acceptable quality.
22865	29-2043.00	Administer first aid treatment or life support care to sick or injured persons in prehospital settings.	caregiving	25.0	One instance = a single prehospital emergency response, from patient contact to handoff. Typical EMS scene time is ~15–35 minutes; 25 min is a reasonable median.	2.0	Requires dynamic clinical judgment, fine dexterity (IVs, airway management), adapting to uncontrolled environments, and real-time patient assessment. Far beyond current humanoid capability in safety-critical, unstructured prehospital settings.
8777	47-2022.00	Repair cracked or chipped areas of stone or marble, using blowtorch and mastic, and remove rough or defective spots from concrete, using power grinder or chisel and hammer.	manipulation	45.0	One instance = repairing one cracked/chipped area on stone/marble or grinding one defective concrete spot. A skilled mason typically takes 30–60 min per repair site.	3.0	Requires fine dexterous tool use (blowtorch, mastic application, power grinder, chisel/hammer), precise tactile feedback for surface quality judgment, and safe flame/heat management — all far beyond current general-purpose humanoid capabilities.
22842	29-2036.00	Fabricate beam modifying devices, such as compensators, shields, and wedge filters.	assembly	45.0	One instance = fabricating one beam-modifying device (compensator, shield, or wedge filter). A competent radiation therapist/dosimetrist typically spends 30–60 min cutting, shaping, casting, or assembling one custom device.	4.0	Requires highly precise dexterous fabrication (casting, machining, or shaping dense materials like Cerrobend) with tight tolerances, domain-specific tooling, quality verification, and safety protocols for hazardous materials — well beyond 2026 general-purpose humanoid capabilities.
22866	29-2043.00	Assess nature and extent of illness or injury to establish and prioritize medical procedures.	caregiving	10.0	One instance = assessing a single patient's condition (history, vitals, observation, triage decision). A competent EMT/nurse typically completes an initial assessment in ~5–15 minutes.	3.0	Requires nuanced clinical judgment, patient communication, pain/symptom interpretation, and prioritization under uncertainty. Current robots lack reliable medical perception, diagnostic reasoning, and safe patient interaction for autonomous triage.
22826	29-2034.00	Prepare contrast material, radiopharmaceuticals, or anesthetic or antispasmodic drugs under the direction of a radiologist.	manipulation	10.0	One instance = preparing a single dose/batch of contrast, radiopharmaceutical, or drug for one patient/procedure; a trained radiologic technologist typically takes ~5–15 minutes including measurement, mixing, labeling, and safety checks.	3.0	Requires precise fine-dexterous manipulation (syringes, vials, sterile technique), strict aseptic protocol, reading small labels/dosing calculations, and following real-time radiologist direction — far beyond current humanoid robot capability in unstructured clinical settings.
14071	51-6041.00	Shape shoe heels with a knife, and sand them on a buffing wheel for smoothness.	manipulation	8.0	One instance = shaping and sanding one shoe heel. A skilled cobbler spends ~5–10 minutes per heel trimming with a knife and buffing for smoothness.	3.0	Requires precise, force-controlled knife work on curved surfaces and controlled contact with a spinning buffing wheel — extreme fine dexterity, tactile feedback, and tool-use demands far exceed current humanoid robot capabilities.
8779	47-2022.00	Construct and install prefabricated masonry units.	assembly	120.0	One instance = constructing and installing one prefabricated masonry unit (e.g., a precast panel or block section). A competent mason takes ~1–2 hours including placement, leveling, and securing.	4.0	Requires heavy lifting (often crane or equipment), precise alignment of large masonry units, applying mortar, and leveling on unstructured outdoor/construction sites. Current humanoids lack the strength, specialized tooling, and outdoor terrain capability needed.
8767	47-2022.00	Shape, trim, face and cut marble or stone preparatory to setting, using power saws, cutting equipment, and hand tools.	manipulation	45.0	One instance = shaping/trimming/cutting one stone piece to spec. A skilled marble setter/mason typically takes 30–60 min per piece depending on complexity.	3.0	Requires operating heavy power saws, precise cuts on heavy stone, strong grip force, and fine tolerances. Current humanoids lack the strength, tool-operation capability, vibration tolerance, and precision for autonomous stone cutting.
14086	51-6041.00	Nail heel and toe cleats onto shoes.	assembly	10.0	One instance = fitting and nailing heel and toe cleats onto one pair of shoes. A skilled cobbler takes ~8–12 minutes to position, align, and nail both cleats securely.	4.0	Requires precise positioning of small metal cleats on curved shoe surfaces, controlled hammer/nail driving with exact force, and fine dexterity on irregular substrates. Well beyond current humanoid manipulation capability.
22859	29-2042.00	Drive mobile intensive care unit to specified location, following instructions from emergency medical dispatcher.	vehicle operation	20.0	One instance = one emergency dispatch trip. Typical urban/suburban ambulance response drive is ~10–30 min; 20 min is a reasonable median.	2.0	Humanoid robots cannot operate emergency vehicles in live traffic. No 2026 general-purpose robot can drive a large ambulance, interpret dispatcher radio instructions, navigate lights/sirens, and safely reach a scene autonomously.
8778	47-2022.00	Remove sections of monument from truck bed, and guide stone onto foundation, using skids, hoist, or truck crane.	heavy machinery	60.0	One instance = unloading and placing one monument section onto its foundation using crane/hoist/skids; includes rigging, lifting, and alignment, ~45–75 min.	2.0	Requires operating a truck crane or hoist, rigging heavy stone, and precise outdoor placement. Humanoids cannot operate vehicle-mounted cranes, handle multi-hundred-pound loads, or perform the complex rigging and alignment safely.
14063	51-6041.00	Construct, decorate, or repair leather products according to specifications, using sewing machines, needles and thread, leather lacing, glue, clamps, hand tools, or rivets.	manipulation	90.0	One instance = completing a single leather product (e.g., a wallet or belt repair). A competent leatherworker takes ~90 min for a moderately complex piece involving cutting, stitching, and finishing.	3.0	Requires extreme fine dexterity for hand-stitching, lacing, riveting, and tool-use on pliable leather; switching tools, following specs, and handling deformable material far exceeds current humanoid robot capability.
8772	47-2022.00	Clean excess mortar or grout from surface of marble, stone, or monument, using sponge, brush, water, or acid.	cleaning	25.0	One instance = cleaning excess mortar/grout from a single marble/stone surface or monument face. A competent mason spends ~20–30 min scrubbing, rinsing, and inspecting one surface section.	8.0	Requires precise force-controlled scrubbing on delicate stone, applying acid safely, detecting stubborn residue visually, and working on varied uneven surfaces. Current robots lack the fine tactile feedback, chemical handling protocols, and surface-awareness needed for acceptable quality.
14077	51-6041.00	Check the texture, color, and strength of leather to ensure that it is adequate for a particular purpose.	inspection	5.0	One instance = inspecting a single leather piece/sample. A skilled worker examines texture by touch, color visually, and strength via flex/pull tests in ~5 minutes.	12.0	Robots lack fine tactile sensing for texture assessment, nuanced color judgment under variable lighting, and the ability to perform meaningful strength/flex tests. Multi-modal material QC remains far below human competence in 2026.
8770	47-2022.00	Remove wedges, fill joints between stones, finish joints between stones, using a trowel, and smooth the mortar to an attractive finish, using a tuck pointer.	manipulation	45.0	One instance = a ~1 m² section of stone wall: remove wedges, fill joints, finish with tuck pointer. Skilled mason takes ~45 min.	3.0	Requires high dexterity with trowel and tuck pointer, force-sensitive mortar spreading, and aesthetic judgment on finish quality. Current humanoids lack the fine motor control and tactile feedback needed for acceptable masonry finishing.
2288	35-3031.00	Prepare tables for meals, including setting up items such as linens, silverware, and glassware.	manipulation	7.0	One instance = setting one table (4 seats). A competent server places linens, silverware, and glassware for a full table setting in ~5–10 minutes.	12.0	Requires precise placement of varied, delicate objects (glassware, silverware, linens) in exact spatial arrangements. Fragile items demand fine dexterity; linen spreading adds manipulation complexity. Current humanoids lack reliable fine placement at table-setting quality.
22876	29-2043.00	Perform emergency pharmacological interventions.	caregiving	10.0	One instance = a single emergency drug intervention (e.g., IV push, IM injection, or epinephrine administration). A trained clinician assesses, draws up, and administers in ~5–15 min.	2.0	Requires clinical judgment, real-time patient assessment, sterile fine-dexterous manipulation (drawing up drugs, IV access), and rapid adaptation to a chaotic, high-stakes environment — far beyond 2026 robot capability.
14091	51-6042.00	Perform routine equipment maintenance such as cleaning and lubricating machines or replacing broken needles.	manipulation	20.0	One maintenance instance (e.g., cleaning, lubricating, or replacing a needle on a single machine) takes a skilled technician roughly 15–25 minutes.	12.0	Requires fine dexterity (oiling ports, threading needles, small fasteners), tool use, and task-specific knowledge across varied machine types. Current humanoids lack reliable fine manipulation and generalization for multi-step maintenance on diverse industrial equipment.
14066	51-6041.00	Select materials and patterns, and trace patterns onto materials to be cut out.	manipulation	20.0	One instance = selecting material, laying out a pattern piece set, and tracing all pieces onto fabric. A competent tailor takes ~15–25 minutes.	4.0	Requires fine dexterity to handle limp, deformable fabric, precise pattern alignment, and controlled tracing with a tool. Deformable-material manipulation and nuanced material selection far exceed current robot capabilities.
22875	29-2043.00	Perform emergency invasive intervention before delivering patient to an acute care facility.	caregiving	15.0	One instance = a single emergency invasive intervention (e.g., needle decompression, surgical airway, IO access) performed on-scene or in transit before hospital handoff; typically 5–20 min.	1.0	Requires extreme fine dexterity, sterile technique, real-time clinical judgment, anatomical localization on a moving/unstable patient, and life-critical decision-making. Far beyond any 2026 general-purpose robot's autonomous capability.
14095	51-6042.00	Turn setscrews on needle bars, and position required numbers of needles in stitching machines.	assembly	5.0	One instance = setting needle bar setscrews and positioning needles on one stitching machine head. A skilled operator handles this in ~5 minutes.	6.0	Requires extreme fine dexterity: turning tiny setscrews with a screwdriver and precisely seating delicate needles in a confined machine space. Current humanoid robots lack the sub-millimeter precision and tool control needed for this consistently.
